clothing_id,age_group,rating,recommended_ind,positive_feedback_count,division_name,category,review_date
1094,35 to 54,5,1,4,General Petite,Dresses,18/05/2017
1135,35 to 54,5,1,0,General,Trend,18/05/2017
864,55 to 64,5,1,5,General,Tops,4/4/17
864,25 to 34,5,1,0,General,Tops,30/03/2017
1078,25 to 34,4,1,0,General,Dresses,10/3/17
1078,35 to 54,4,1,0,General,Dresses,10/3/17
1094,25 to 34,5,1,0,General Petite,Dresses,4/3/17
1094,35 to 54,5,1,0,General Petite,Dresses,4/3/17
1094,35 to 54,5,1,0,General Petite,Dresses,3/3/17
1094,35 to 54,5,1,3,General Petite,Dresses,31/05/2017
927,35 to 54,5,1,0,General Petite,Tops,1/8/17
1094,35 to 54,5,1,2,General Petite,Dresses,31/07/2017
1078,25 to 34,5,1,0,General,Dresses,24/09/2017
1049,35 to 54,5,1,0,General,Bottoms,6/12/17
10,35 to 54,4,1,0,Initmates,Intimate,4/12/17
1110,35 to 54,4,1,4,General,Dresses,24/09/2017
244,35 to 54,5,1,0,Initmates,Intimate,20/09/2017
927,35 to 54,5,1,0,General Petite,Tops,29/08/2017
1094,35 to 54,5,1,1,General Petite,Dresses,22/08/2017
1024,25 to 34,2,0,4,General,Bottoms,19/08/2017
1037,55 to 64,4,1,0,General Petite,Bottoms,26/05/2018
1125,35 to 54,5,1,0,General Petite,Jackets,9/11/17
1125,35 to 54,5,0,0,General Petite,Jackets,12/9/17
867,35 to 54,5,1,0,General,Tops,9/5/17
1125,25 to 34,2,0,3,General Petite,Jackets,4/3/17
1037,25 to 34,4,1,0,General Petite,Bottoms,3/3/17
867,55 to 64,5,1,1,General,Tops,8/12/17
1037,25 to 34,4,1,5,General Petite,Bottoms,26/05/2018
1024,25 to 34,3,1,0,General,Bottoms,7/7/17
1037,25 to 34,5,1,0,General Petite,Bottoms,31/05/2017
867,35 to 54,4,1,0,General,Tops,31/05/2017
1125,35 to 54,5,1,0,General Petite,Jackets,1/5/17
1099,35 to 54,5,1,3,General Petite,Dresses,18/05/2017
1125,35 to 54,5,1,0,General Petite,Jackets,4/4/17
1099,55 to 64,5,1,0,General Petite,Dresses,30/03/2017
1125,65+,4,1,1,General Petite,Jackets,10/3/17
1102,25 to 34,3,0,1,General,Dresses,10/10/17
1125,55 to 64,5,1,0,General Petite,Jackets,18/09/2017
867,25 to 34,4,1,0,General,Tops,30/08/2017
1125,35 to 54,3,0,1,General Petite,Jackets,12/8/17
1099,35 to 54,5,1,5,General Petite,Dresses,31/07/2017
1125,18 to 24,5,1,0,General Petite,Jackets,1/8/17
867,35 to 54,5,1,1,General,Tops,26/07/2017
253,35 to 54,5,1,6,Initmates,Intimate,26/05/2018
1024,35 to 54,5,1,2,General,Bottoms,12/11/17
1054,25 to 34,3,0,0,General,Bottoms,17/09/2017
1125,25 to 34,5,1,1,General Petite,Jackets,10/10/17
1037,35 to 54,5,1,0,General Petite,Bottoms,30/08/2017
867,35 to 54,3,1,28,General,Tops,12/8/17
1054,35 to 54,3,0,0,General,Bottoms,1/8/17
921,35 to 54,3,0,0,General,Tops,26/07/2017
253,25 to 34,5,1,2,Initmates,Intimate,29/06/2017
1099,55 to 64,4,1,1,General Petite,Dresses,1/5/17
253,35 to 54,2,0,0,Initmates,Intimate,4/4/17
1024,55 to 64,4,1,0,General,Bottoms,30/03/2017
1102,25 to 34,3,1,0,General,Dresses,10/3/17
1125,35 to 54,2,0,4,General Petite,Jackets,4/3/17
1024,55 to 64,5,1,0,General,Bottoms,12/10/15
867,65+,5,1,10,General,Tops,24/03/2018
1099,65+,3,0,6,General Petite,Dresses,19/03/2018
1168,25 to 34,5,1,0,Initmates,Intimate,5/3/18
867,65+,5,1,0,General,Tops,7/2/18
1094,25 to 34,5,1,0,General,Dresses,14/12/2017
1094,25 to 34,5,1,18,General,Dresses,23/07/2017
873,55 to 64,5,1,0,General,Tops,26/05/2018
1094,35 to 54,1,0,1,General,Dresses,4/5/18
1094,25 to 34,5,1,0,General,Dresses,7/5/18
1094,25 to 34,5,1,1,General,Dresses,2/6/18
1094,25 to 34,5,1,5,General,Dresses,1/6/18
927,35 to 54,5,1,16,General Petite,Tops,5/3/18
927,25 to 34,3,0,1,General Petite,Tops,7/12/17
927,35 to 54,2,0,0,General Petite,Tops,26/05/2018
909,25 to 34,2,0,1,General Petite,Tops,28/09/2017
927,25 to 34,5,1,0,General Petite,Tops,24/10/2017
1094,25 to 34,5,1,0,General,Dresses,12/11/17
909,35 to 54,4,1,0,General Petite,Tops,25/08/2017
1079,35 to 54,4,1,0,General,Dresses,21/07/2017
909,65+,5,1,0,General Petite,Tops,17/10/2017
927,35 to 54,4,1,1,General Petite,Tops,20/09/2017
1094,35 to 54,5,1,0,General,Dresses,22/08/2017
927,18 to 24,5,1,0,General Petite,Tops,29/08/2017
927,25 to 34,4,1,1,General Petite,Tops,19/08/2017
1094,25 to 34,4,1,0,General,Dresses,10/10/17
927,25 to 34,2,0,0,General Petite,Tops,12/9/17
927,55 to 64,5,1,1,General Petite,Tops,30/08/2017
909,25 to 34,2,0,0,General,Tops,23/08/2017
868,35 to 54,3,1,0,General,Tops,31/07/2017
1094,35 to 54,5,1,0,General,Dresses,10/1/18
611,25 to 34,4,1,3,General Petite,Bottoms,7/12/17
1092,25 to 34,4,1,0,General Petite,Dresses,7/12/17
1053,35 to 54,5,1,4,General Petite,Bottoms,5/12/17
1092,35 to 54,4,1,1,General Petite,Dresses,25/01/2018
1053,25 to 34,5,1,0,General Petite,Bottoms,6/9/17
611,25 to 34,5,1,0,General Petite,Bottoms,18/09/2017
942,55 to 64,2,0,2,General Petite,Tops,26/07/2017
927,35 to 54,3,0,1,General Petite,Tops,15/08/2017
1053,25 to 34,5,1,1,General Petite,Bottoms,23/07/2017
1094,25 to 34,4,1,0,General Petite,Dresses,11/9/17
909,25 to 34,5,1,1,General,Tops,26/05/2018
909,35 to 54,5,1,0,General,Tops,22/08/2017
927,25 to 34,2,0,1,General Petite,Tops,28/08/2017
1053,65+,5,1,1,General Petite,Bottoms,12/8/17
927,35 to 54,4,1,5,General Petite,Tops,1/8/17
1094,55 to 64,4,1,0,General Petite,Dresses,22/08/2017
1094,35 to 54,2,0,2,General Petite,Dresses,4/5/18
1053,35 to 54,3,1,0,General Petite,Bottoms,6/12/17
1094,25 to 34,2,0,20,General Petite,Dresses,25/07/2018
909,25 to 34,5,1,0,General,Tops,12/1/18
927,25 to 34,5,1,0,General Petite,Tops,9/1/18
927,35 to 54,4,1,0,General Petite,Tops,4/12/17
909,25 to 34,5,1,3,General,Tops,18/11/2017
1053,25 to 34,3,0,0,General Petite,Bottoms,19/08/2017
611,65+,4,1,0,General Petite,Bottoms,29/08/2017
1094,35 to 54,3,0,3,General Petite,Dresses,24/09/2017
909,25 to 34,5,1,0,General,Tops,1/6/18
611,35 to 54,5,1,4,General Petite,Bottoms,11/9/17
1003,65+,4,1,3,General,Bottoms,16/11/2017
873,35 to 54,5,1,0,General,Tops,26/07/2017
927,35 to 54,2,0,1,General Petite,Tops,27/07/2017
1094,55 to 64,5,1,3,General Petite,Dresses,23/07/2017
927,35 to 54,4,1,9,General Petite,Tops,21/07/2017
611,35 to 54,5,1,1,General Petite,Bottoms,22/07/2017
1094,35 to 54,5,1,0,General Petite,Dresses,21/07/2017
909,35 to 54,4,1,0,General,Tops,24/07/2017
611,25 to 34,5,1,0,General Petite,Bottoms,7/7/17
909,35 to 54,5,1,0,General,Tops,9/7/17
1094,25 to 34,5,1,0,General Petite,Dresses,18/07/2017
927,35 to 54,5,1,0,General Petite,Tops,14/07/2017
1094,55 to 64,5,1,7,General Petite,Dresses,11/9/17
927,35 to 54,2,0,1,General Petite,Tops,10/10/17
1094,35 to 54,2,0,0,General Petite,Dresses,6/12/17
1094,25 to 34,5,1,0,General Petite,Dresses,4/12/17
868,35 to 54,4,1,1,General,Tops,31/10/2017
1094,55 to 64,3,1,0,General Petite,Dresses,26/05/2018
927,25 to 34,3,0,0,General Petite,Tops,26/07/2017
611,35 to 54,5,1,0,General Petite,Bottoms,22/08/2017
868,25 to 34,3,1,3,General,Tops,4/5/18
927,25 to 34,4,1,0,General Petite,Tops,19/08/2017
611,35 to 54,5,1,0,General Petite,Bottoms,1/6/18
611,55 to 64,5,1,0,General Petite,Bottoms,27/05/2018
1094,25 to 34,5,1,1,General Petite,Dresses,27/05/2018
1104,35 to 54,4,0,1,General Petite,Dresses,14/12/2017
1072,25 to 34,5,1,2,General Petite,Dresses,31/08/2017
868,35 to 54,5,1,12,General,Tops,6/12/17
857,35 to 54,5,1,0,General Petite,Tops,6/12/17
1095,55 to 64,5,1,2,General Petite,Dresses,5/12/17
1080,35 to 54,5,1,4,General,Dresses,31/07/2017
1080,25 to 34,1,0,5,General,Dresses,1/8/17
1077,35 to 54,3,0,25,General,Dresses,26/07/2017
1077,55 to 64,2,0,3,General,Dresses,25/05/2018
828,35 to 54,2,0,0,General,Tops,26/05/2018
1080,25 to 34,5,1,0,General,Dresses,1/6/18
1077,55 to 64,2,0,1,General,Dresses,8/9/17
1095,35 to 54,4,1,1,General Petite,Dresses,13/09/2017
1104,35 to 54,5,1,0,General,Dresses,23/07/2017
1080,35 to 54,5,1,5,General,Dresses,12/11/17
1077,35 to 54,3,1,3,General,Dresses,27/01/2018
1104,35 to 54,5,1,1,General,Dresses,8/9/17
1077,35 to 54,5,1,1,General,Dresses,13/09/2017
1077,35 to 54,4,1,1,General,Dresses,23/08/2017
1077,35 to 54,5,1,1,General,Dresses,3/4/18
1104,35 to 54,4,1,6,General,Dresses,31/08/2017
1077,35 to 54,4,1,3,General,Dresses,31/07/2017
1072,55 to 64,1,0,2,General Petite,Dresses,1/8/17
828,35 to 54,4,0,9,General,Tops,26/07/2017
1072,65+,2,0,2,General Petite,Dresses,4/5/18
1000,35 to 54,5,1,5,General,Bottoms,25/08/2017
1080,35 to 54,5,1,7,General,Dresses,29/07/2017
1072,35 to 54,3,0,3,General Petite,Dresses,25/05/2018
1080,35 to 54,5,1,2,General,Dresses,26/05/2018
868,35 to 54,1,0,0,General,Tops,15/08/2017
868,35 to 54,5,1,0,General,Tops,19/03/2018
698,25 to 34,5,1,2,Initmates,Intimate,5/3/18
1077,35 to 54,5,1,1,General,Dresses,12/11/17
872,25 to 34,5,1,1,General,Tops,10/10/17
868,55 to 64,5,1,0,General,Tops,28/08/2017
872,35 to 54,4,0,0,General,Tops,12/8/17
1077,35 to 54,5,1,0,General,Dresses,1/8/17
868,25 to 34,1,0,0,General,Tops,26/07/2017
828,65+,3,1,5,General,Tops,31/05/2017
1080,25 to 34,3,0,1,General,Dresses,31/05/2017
868,35 to 54,5,1,17,General,Tops,9/5/17
1077,35 to 54,2,0,14,General,Dresses,1/5/17
1077,35 to 54,5,1,3,General,Dresses,18/05/2017
1072,25 to 34,1,0,0,General Petite,Dresses,4/4/17
1104,25 to 34,3,0,4,General,Dresses,30/03/2017
868,65+,2,0,0,General,Tops,10/3/17
1080,35 to 54,5,1,1,General,Dresses,4/3/17
1080,35 to 54,4,1,1,General,Dresses,3/3/17
1072,35 to 54,1,0,0,General Petite,Dresses,29/08/2017
828,35 to 54,3,0,3,General,Tops,27/05/2018
1075,35 to 54,1,1,0,General,Dresses,9/3/18
1124,35 to 54,5,1,0,General Petite,Jackets,8/12/17
1095,55 to 64,5,1,1,General Petite,Dresses,16/11/2017
1077,55 to 64,5,1,7,General,Dresses,7/11/17
1077,35 to 54,5,1,1,General,Dresses,30/10/2017
1080,35 to 54,5,1,2,General,Dresses,9/11/17
868,35 to 54,3,1,0,General,Tops,24/10/2017
1077,25 to 34,5,1,1,General,Dresses,14/09/2017
1080,25 to 34,5,1,0,General,Dresses,7/9/17
1080,35 to 54,5,1,2,General,Dresses,14/08/2017
1077,55 to 64,5,1,2,General,Dresses,18/07/2017
1080,25 to 34,5,1,0,General,Dresses,21/07/2017
1080,18 to 24,5,1,5,General,Dresses,21/07/2017
868,65+,5,1,0,General,Tops,12/7/17
1095,35 to 54,5,1,3,General Petite,Dresses,10/7/17
1075,35 to 54,5,1,2,General,Dresses,8/7/17
1072,35 to 54,2,0,10,General Petite,Dresses,14/07/2017
1104,25 to 34,4,1,1,General,Dresses,11/7/17
1077,55 to 64,3,1,31,General,Dresses,7/7/17
1077,55 to 64,5,1,3,General,Dresses,10/7/17
1080,25 to 34,5,1,2,General,Dresses,6/7/17
1078,55 to 64,5,1,22,General,Dresses,26/06/2017
1078,25 to 34,3,0,1,General,Dresses,26/06/2017
1078,35 to 54,5,1,1,General,Dresses,25/06/2017
1078,25 to 34,2,0,8,General,Dresses,28/03/2017
1078,35 to 54,2,0,0,General,Dresses,26/03/2017
1078,35 to 54,4,1,0,General,Dresses,28/08/2017
1078,25 to 34,3,1,0,General,Dresses,28/09/2017
1078,35 to 54,5,1,8,General,Dresses,1/6/18
1078,25 to 34,5,1,1,General,Dresses,25/08/2017
1078,35 to 54,5,1,3,General,Dresses,11/10/17
1078,35 to 54,4,1,0,General,Dresses,29/08/2017
1078,25 to 34,4,1,7,General,Dresses,4/5/18
436,35 to 54,5,1,2,Initmates,Intimate,22/08/2017
1078,35 to 54,3,0,0,General,Dresses,24/09/2017
1078,25 to 34,3,1,1,General,Dresses,9/1/18
1078,35 to 54,3,0,1,General,Dresses,4/12/17
1078,35 to 54,5,1,1,General,Dresses,18/11/2017
1078,65+,5,1,3,General,Dresses,19/08/2017
1078,35 to 54,2,0,12,General,Dresses,6/12/17
934,35 to 54,4,1,0,General,Tops,6/12/17
1078,35 to 54,5,1,0,General,Dresses,22/06/2017
1078,35 to 54,5,1,1,General,Dresses,3/7/17
1078,25 to 34,4,1,0,General,Dresses,29/03/2017
1078,35 to 54,3,0,12,General,Dresses,22/03/2017
907,25 to 34,5,1,2,General,Tops,24/03/2017
1078,35 to 54,5,1,1,General,Dresses,28/08/2017
1078,35 to 54,2,0,2,General,Dresses,2/7/17
280,25 to 34,3,0,3,Initmates,Intimate,13/09/2017
1078,55 to 64,5,1,0,General,Dresses,11/10/17
1078,35 to 54,5,1,1,General,Dresses,4/5/18
1078,25 to 34,3,0,1,General,Dresses,1/6/18
877,55 to 64,3,1,2,General,Tops,4/7/17
1078,35 to 54,5,1,0,General,Dresses,5/7/17
1078,35 to 54,3,1,2,General,Dresses,29/06/2017
1008,35 to 54,5,1,1,General,Bottoms,31/03/2017
1088,35 to 54,1,0,0,General Petite,Dresses,12/1/18
824,35 to 54,5,1,7,General Petite,Tops,6/12/17
1008,25 to 34,4,1,1,General,Bottoms,6/12/17
1022,55 to 64,2,0,4,General,Bottoms,4/12/17
806,35 to 54,3,0,0,General Petite,Intimate,18/11/2017
831,35 to 54,4,1,4,General,Tops,24/10/2017
1056,35 to 54,5,1,0,General,Bottoms,29/08/2017
967,35 to 54,1,0,1,General,Jackets,22/08/2017
1088,25 to 34,4,1,7,General Petite,Dresses,19/08/2017
1008,25 to 34,5,1,0,General,Bottoms,7/5/16
1008,35 to 54,5,1,20,General,Bottoms,6/12/17
1088,35 to 54,1,0,4,General Petite,Dresses,6/12/17
500,35 to 54,4,1,3,Initmates,Intimate,4/12/17
873,65+,5,1,3,General,Tops,29/08/2017
1008,35 to 54,5,1,0,General,Bottoms,30/08/2017
669,18 to 24,1,0,6,General Petite,Intimate,18/09/2017
873,35 to 54,5,1,2,General,Tops,26/07/2017
1088,35 to 54,1,0,11,General Petite,Dresses,31/05/2017
873,35 to 54,5,1,2,General,Tops,1/6/17
873,35 to 54,4,1,1,General,Tops,1/8/17
1033,35 to 54,5,1,1,General,Bottoms,1/8/17
806,35 to 54,2,0,0,General Petite,Intimate,29/06/2017
1008,35 to 54,5,1,8,General,Bottoms,9/5/17
1008,55 to 64,5,1,1,General,Bottoms,18/05/2017
824,35 to 54,5,1,9,General Petite,Tops,30/03/2017
1088,35 to 54,4,1,2,General Petite,Dresses,15/03/2017
831,55 to 64,5,1,3,General,Tops,29/11/2015
1008,35 to 54,4,1,0,General,Bottoms,10/3/17
873,35 to 54,5,1,0,General,Tops,4/3/17
873,25 to 34,4,1,0,General,Tops,18/11/2017
831,55 to 64,4,1,0,General,Tops,9/1/18
960,25 to 34,4,0,5,General,Jackets,6/12/17
1088,25 to 34,5,1,0,General Petite,Dresses,6/12/17
1008,25 to 34,5,1,0,General,Bottoms,4/12/17
873,55 to 64,4,1,1,General Petite,Tops,24/09/2017
824,65+,5,1,0,General Petite,Tops,20/09/2017
1008,25 to 34,4,1,4,General,Bottoms,29/08/2017
927,35 to 54,5,1,0,General,Tops,22/08/2017
1008,55 to 64,4,1,0,General,Bottoms,19/08/2017
873,35 to 54,5,1,2,General Petite,Tops,4/5/18
873,25 to 34,4,1,24,General Petite,Tops,1/6/18
873,55 to 64,5,1,6,General Petite,Tops,24/08/2017
960,55 to 64,5,1,11,General,Jackets,10/10/17
873,35 to 54,5,1,3,General Petite,Tops,18/09/2017
1008,35 to 54,3,1,1,General,Bottoms,30/08/2017
927,35 to 54,2,0,2,General,Tops,15/03/2017
1008,65+,4,1,0,General,Bottoms,10/3/17
873,35 to 54,4,1,0,General Petite,Tops,4/3/17
862,35 to 54,5,1,0,General,Tops,2/3/17
862,35 to 54,4,1,2,General,Tops,26/05/2018
862,55 to 64,4,1,0,General,Tops,26/05/2018
1078,35 to 54,5,1,0,General,Dresses,7/12/17
1078,25 to 34,5,1,0,General,Dresses,22/09/2017
862,18 to 24,5,1,0,General,Tops,17/10/2017
862,35 to 54,4,1,1,General,Tops,9/1/18
862,25 to 34,5,1,0,General,Tops,24/10/2017
1072,25 to 34,4,1,0,General Petite,Dresses,29/08/2017
862,35 to 54,3,0,0,General,Tops,18/11/2017
1078,18 to 24,4,1,0,General,Dresses,24/09/2017
862,35 to 54,2,0,0,General,Tops,22/08/2017
1078,35 to 54,2,0,0,General,Dresses,19/08/2017
1078,35 to 54,3,1,0,General,Dresses,1/6/18
862,35 to 54,4,1,0,General,Tops,25/01/2018
1078,35 to 54,5,1,0,General,Dresses,5/12/17
862,35 to 54,5,1,4,General,Tops,7/5/18
1022,35 to 54,4,1,1,General,Bottoms,13/01/2018
868,35 to 54,4,1,5,General,Tops,10/10/17
862,25 to 34,5,1,4,General,Tops,28/08/2017
862,35 to 54,5,1,2,General,Tops,12/8/17
862,35 to 54,5,1,0,General,Tops,31/07/2017
1078,35 to 54,3,0,1,General Petite,Dresses,1/8/17
1078,35 to 54,4,1,0,General Petite,Dresses,26/07/2017
862,35 to 54,5,1,2,General,Tops,31/05/2017
1078,55 to 64,4,1,1,General Petite,Dresses,1/6/17
1078,35 to 54,5,1,0,General Petite,Dresses,9/5/17
1022,35 to 54,5,1,1,General,Bottoms,1/5/17
862,18 to 24,5,1,0,General,Tops,18/05/2017
822,25 to 34,5,1,0,General Petite,Tops,4/4/17
1078,25 to 34,3,0,1,General Petite,Dresses,30/03/2017
862,25 to 34,5,1,5,General,Tops,10/3/17
1078,35 to 54,5,1,1,General Petite,Dresses,4/3/17
1078,35 to 54,5,1,0,General Petite,Dresses,2/3/17
1078,35 to 54,5,1,0,General Petite,Dresses,6/12/17
1078,35 to 54,5,1,0,General Petite,Dresses,21/10/2017
1078,35 to 54,4,1,0,General Petite,Dresses,10/10/17
835,65+,3,1,0,General,Tops,18/09/2017
1078,35 to 54,4,1,0,General Petite,Dresses,17/09/2017
872,18 to 24,4,1,0,General Petite,Tops,23/07/2017
909,35 to 54,4,1,0,General,Tops,30/08/2017
868,35 to 54,5,1,0,General,Tops,1/8/17
909,35 to 54,2,0,5,General,Tops,1/8/17
868,35 to 54,4,0,1,General,Tops,26/07/2017
857,25 to 34,5,1,0,General Petite,Tops,28/08/2017
1078,25 to 34,5,1,28,General,Dresses,1/8/17
1078,25 to 34,1,0,0,General,Dresses,10/10/17
1078,35 to 54,5,1,1,General,Dresses,9/8/17
1095,18 to 24,5,1,0,General,Dresses,12/8/17
872,35 to 54,5,1,6,General Petite,Tops,26/07/2017
857,25 to 34,5,1,1,General Petite,Tops,1/6/17
857,25 to 34,4,1,0,General Petite,Tops,31/05/2017
1078,18 to 24,3,1,0,General,Dresses,9/5/17
1104,35 to 54,5,1,0,General Petite,Dresses,1/5/17
857,25 to 34,5,1,0,General Petite,Tops,18/05/2017
1095,25 to 34,5,1,0,General,Dresses,4/4/17
492,18 to 24,5,1,1,NA,NA,30/03/2017
492,35 to 54,5,1,0,NA,NA,10/3/17
1078,25 to 34,4,1,1,General,Dresses,4/3/17
868,35 to 54,5,1,0,General Petite,Tops,3/3/17
1078,55 to 64,4,1,4,General,Dresses,9/12/17
1078,18 to 24,4,1,1,General,Dresses,25/01/2018
1070,25 to 34,4,1,0,General,Bottoms,7/5/18
1078,35 to 54,5,1,0,General,Dresses,26/04/2018
1095,25 to 34,5,1,0,General,Dresses,27/01/2018
1095,25 to 34,4,1,1,General,Dresses,7/12/17
1095,25 to 34,5,1,3,General,Dresses,13/01/2018
1095,25 to 34,5,1,5,General,Dresses,6/12/17
1066,35 to 54,5,1,5,General,Bottoms,27/05/2018
1095,25 to 34,4,1,0,General,Dresses,23/03/2018
1078,65+,5,1,0,General,Dresses,26/04/2018
1078,35 to 54,4,1,0,General,Dresses,27/05/2018
974,25 to 34,4,1,6,General,Jackets,25/01/2018
1095,25 to 34,4,1,0,General,Dresses,9/1/18
1070,35 to 54,4,0,1,General,Bottoms,25/01/2018
1070,35 to 54,5,1,0,General,Bottoms,9/1/18
492,35 to 54,5,1,0,NA,NA,8/12/17
836,35 to 54,5,1,7,General,Tops,8/12/17
1078,25 to 34,4,1,0,General,Dresses,18/11/2017
1095,25 to 34,2,0,0,General,Dresses,17/10/2017
831,55 to 64,5,1,1,General,Tops,5/12/17
1078,55 to 64,1,0,1,General,Dresses,18/11/2017
868,35 to 54,4,1,0,General Petite,Tops,17/10/2017
1095,25 to 34,3,0,2,General,Dresses,10/10/17
868,35 to 54,3,1,1,General Petite,Tops,12/9/17
872,35 to 54,2,0,0,General Petite,Tops,6/9/17
872,18 to 24,3,0,0,General Petite,Tops,18/09/2017
1078,35 to 54,4,1,0,General,Dresses,30/08/2017
1078,35 to 54,5,1,3,General,Dresses,22/09/2017
868,35 to 54,4,1,9,General,Tops,20/09/2017
857,35 to 54,5,1,2,General Petite,Tops,22/09/2017
1095,65+,5,1,0,General,Dresses,20/09/2017
1078,35 to 54,5,1,1,General,Dresses,23/08/2017
1095,35 to 54,4,1,0,General,Dresses,31/07/2017
1078,18 to 24,5,1,14,General,Dresses,26/07/2017
1078,35 to 54,5,1,1,General,Dresses,29/08/2017
1078,18 to 24,5,1,0,General,Dresses,29/08/2017
872,55 to 64,5,1,1,General Petite,Tops,22/08/2017
1095,25 to 34,5,1,0,General Petite,Dresses,19/08/2017
1095,25 to 34,4,1,0,General Petite,Dresses,22/08/2017
831,35 to 54,5,1,3,General,Tops,19/08/2017
909,35 to 54,2,1,3,General Petite,Tops,26/05/2018
1095,18 to 24,4,1,0,General Petite,Dresses,26/04/2018
1078,35 to 54,4,1,1,General,Dresses,26/04/2018
1078,35 to 54,5,1,0,General,Dresses,1/6/18
1022,35 to 54,5,1,0,General,Bottoms,26/05/2018
831,55 to 64,5,1,2,General,Tops,26/04/2018
831,25 to 34,5,1,2,General,Tops,1/6/18
857,25 to 34,5,1,0,General Petite,Tops,27/05/2018
1078,55 to 64,5,1,1,General,Dresses,24/05/2018
909,55 to 64,4,1,10,General Petite,Tops,28/05/2018
974,25 to 34,5,1,0,General,Jackets,26/04/2018
1078,35 to 54,5,1,1,General,Dresses,27/05/2018
898,65+,5,1,0,General,Tops,26/04/2018
1095,35 to 54,5,1,2,General Petite,Dresses,25/07/2018
1078,35 to 54,5,1,0,General,Dresses,31/03/2018
1078,25 to 34,5,1,0,General,Dresses,1/6/18
1070,18 to 24,4,1,0,General,Bottoms,1/6/18
1070,55 to 64,5,1,2,General,Bottoms,25/05/2018
868,35 to 54,5,1,0,General,Tops,26/05/2018
836,35 to 54,4,1,4,General,Tops,25/05/2018
1078,35 to 54,2,0,0,General,Dresses,26/05/2018
909,35 to 54,5,1,0,General Petite,Tops,5/2/18
1078,35 to 54,4,1,0,General,Dresses,27/10/2017
1095,18 to 24,5,1,10,General Petite,Dresses,24/10/2017
868,55 to 64,3,1,0,General,Tops,12/7/17
1095,25 to 34,4,1,0,General Petite,Dresses,16/07/2017
1078,35 to 54,3,1,0,General,Dresses,17/09/2017
1078,35 to 54,5,1,0,General,Dresses,6/12/17
857,35 to 54,4,1,0,General Petite,Tops,14/09/2017
1095,25 to 34,5,1,0,General Petite,Dresses,7/9/17
1078,65+,4,1,0,General,Dresses,14/08/2017
857,35 to 54,5,1,0,General Petite,Tops,14/07/2017
1070,55 to 64,5,1,0,General,Bottoms,17/09/2017
836,25 to 34,5,1,0,General,Tops,8/9/17
1078,55 to 64,4,1,2,General,Dresses,26/07/2017
836,65+,5,1,3,General,Tops,12/8/17
872,35 to 54,3,0,5,General,Tops,31/07/2017
1022,35 to 54,5,1,8,General,Bottoms,1/8/17
1022,25 to 34,5,1,2,General,Bottoms,18/07/2017
1078,25 to 34,3,0,1,General,Dresses,21/07/2017
1078,35 to 54,4,1,0,General,Dresses,21/07/2017
1070,35 to 54,5,1,0,General,Bottoms,10/7/17
1066,25 to 34,5,1,3,General,Bottoms,8/7/17
1095,25 to 34,4,1,0,General Petite,Dresses,16/11/2017
857,25 to 34,3,0,0,General Petite,Tops,17/07/2017
1066,25 to 34,4,1,1,General,Bottoms,17/07/2017
868,65+,5,1,0,General,Tops,22/03/2018
1070,25 to 34,3,0,0,General Petite,Bottoms,10/10/17
1066,35 to 54,5,1,1,General,Bottoms,10/10/17
857,35 to 54,4,1,2,General Petite,Tops,10/8/17
831,35 to 54,4,1,2,General,Tops,28/08/2017
1095,35 to 54,4,1,4,General Petite,Dresses,28/08/2017
1095,55 to 64,3,1,0,General Petite,Dresses,11/8/17
1078,35 to 54,5,1,8,General Petite,Dresses,1/8/17
868,55 to 64,5,1,17,General,Tops,26/07/2017
831,35 to 54,5,1,4,General,Tops,31/05/2017
1078,65+,5,1,0,General Petite,Dresses,31/05/2017
1095,35 to 54,4,1,1,General Petite,Dresses,18/05/2017
1095,35 to 54,5,1,2,General Petite,Dresses,18/05/2017
868,35 to 54,5,1,0,General,Tops,1/6/17
835,25 to 34,4,1,0,General,Tops,31/05/2017
857,18 to 24,5,1,0,General Petite,Tops,26/07/2017
1095,35 to 54,2,0,10,General Petite,Dresses,1/8/17
1078,35 to 54,5,1,0,General Petite,Dresses,31/07/2017
1095,35 to 54,5,1,1,General Petite,Dresses,12/8/17
868,35 to 54,4,1,0,General,Tops,10/12/17
835,35 to 54,4,1,0,General,Tops,9/12/17
831,35 to 54,5,1,0,General,Tops,8/12/17
1095,35 to 54,4,1,0,General Petite,Dresses,27/01/2018
1078,35 to 54,5,1,2,General Petite,Dresses,11/1/18
1075,25 to 34,3,0,2,General,Dresses,10/1/18
872,35 to 54,5,1,2,General,Tops,13/01/2018
1030,65+,4,1,0,General,Bottoms,9/12/17
1080,35 to 54,4,1,0,General,Dresses,9/12/17
872,35 to 54,5,1,2,General,Tops,7/12/17
872,35 to 54,5,1,0,General,Tops,7/12/17
1087,25 to 34,1,0,2,General,Dresses,18/11/2017
960,18 to 24,4,1,0,General,Jackets,18/11/2017
281,35 to 54,2,0,0,Initmates,Intimate,30/08/2017
850,35 to 54,4,1,4,General,Tops,31/10/2017
281,35 to 54,5,1,1,Initmates,Intimate,21/10/2017
850,35 to 54,4,1,4,General,Tops,27/01/2018
281,25 to 34,5,1,3,Initmates,Intimate,11/1/18
1025,55 to 64,4,1,3,General,Bottoms,26/05/2018
1110,35 to 54,3,1,7,General,Dresses,27/01/2018
1110,35 to 54,5,1,0,General,Dresses,11/1/18
